company,valuation,industry,city,country,continent,year_founded,funding,select_investors,year_joined
Globality,1000000000,Artificial intelligence,Menlo Park,United States,North America,2015,310000000,SoftBank Group,2019
Hosjoy,1000000000,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,139000000,"U.S.-China Green Fund, Founder H Fund, Richland Equities",2018
Huisuanzhang,1000000000,Fintech,Beijing,China,Asia,2015,227000000,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2021
HuJiang,1000000000,Edtech,Shanghai,China,Asia,2001,223000000,"China Minsheng Investment, Baidu, Wanxin Media",2015
Hyperchain,1000000000,Fintech,Hangzhou,China,Asia,2016,249000000,"Yinhong Equity Investment Fund, E Fund, Ideal International",2021
iTutorGroup,1000000000,Edtech,Shanghai,China,Asia,1998,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",2015
JimuBox,1000000000,Fintech,Beijing,China,Asia,2013,131000000,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2015
Juma Peisong,1000000000,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,281000000,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",2018
Justworks,1000000000,Internet software & services,New York,United States,North America,2012,143000000,"Index Ventures, Thrive Capital, Bain Capital Ventures",2020
Keenon Robotics,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,229000000,"Yunqi Partners, SoftBank Group, iVision Ventures",2021
Kuaigou Dache,1000000000,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",2018
LinkSure Network,1000000000,Mobile & telecommunications,Shanghai,China,Asia,2013,52000000,N/A,2015
Aleo,1000000000,Cybersecurity,San Francisco,United States,North America,2019,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2022
Modernizing Medicine,1000000000,Health,Boca Raton,United States,North America,2010,394000000,"Warburg Pincus, Summit Partners, Sands Capital",2017
OVH,1000000000,Other,Roubaix,France,Europe,1999,1000000000,"KKR, TowerBrook Capital Partners",2016
Phenom People,1000000000,Internet software & services,Ambler,United States,North America,2011,163000000,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",2021
Pipa Coding,1000000000,Edtech,Beijing,China,Asia,2017,268000000,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",2021
Qingting FM,1000000000,Internet software & services,Shanghai,China,Asia,2011,164000000,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",2021
Rad Power Bikes,1000000000,Auto & transportation,Seattle,United States,North America,2007,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price",2021
Shukun Technology,1000000000,Artificial Intelligence,Beijing,China,Asia,2017,211000000,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",2021
Shulan Health,1000000000,Health,Hangzhou,China,Asia,2015,43000000,Qiming Venture Partners,2021
Snapdeal,1000000000,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000,"SoftBankGroup, Blackrock, Alibaba Group",2014
SumUp,1000000000,Fintech,London,United Kingdom,Europe,2011,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit",2019
TalkingData,1000000000,Mobile & telecommunications,Beijing,China,Asia,2013,310000000,"N5 Capital, CR Capital Mgmt, JD Digits",2021
TUNGEE,1000000000,Artificial Intelligence,Guangzhou,China,Asia,2016,171000000,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2021
UISEE Technology,1000000000,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,154000000,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",2021
Valgen Medtech,1000000000,Health,Hangzhou,China,Asia,2015,188000000,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",2021
Vectra Networks,1000000000,Artificial intelligence,San Jose,United States,North America,2011,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures",2021
Venafi,1000000000,Cybersecurity,Salt Lake City,United States,North America,2000,174000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2020
Wacai,1000000000,Mobile & telecommunications,Hangzhou,China,Asia,2009,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments",2018
WeBull,1000000000,Fintech,Changsha,China,Asia,2016,230000000,"Bojiang Capital, Hongdao Capital, Mobai Capital",2021
WTOIP,1000000000,Internet software & services,Guangzhou,China,Asia,2013,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",2018
Xiaoe Tech,1000000000,Internet software & services,Shenzhen,China,Asia,2015,149000000,"GGV Capital, Hillhouse Capital Management, IDG Capital",2021
Yiguo,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,800000000,"Alibaba Group, KKR, Goldman Sachs",2016
Yimidida,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,554000000,"Source Code Capital, Global Logistic Properties, K2VC",2019
Yipin Shengxian,1000000000,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital",2019
Ynsect,1000000000,Other,Evry,France,Europe,2011,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners",2019
Hello TransTech,1000000000,Auto & transportation,Shanghai,China,Asia,2016,2000000000,"Ant Financial Services Group, GGV Capital",2018
Miaoshou Doctor,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2019
ECARX,1000000000,Auto & transportation,Wuhan,China,Asia,2016,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",2020
Eat Just,1000000000,Consumer & retail,San Francisco,United States,North America,2011,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund",2017
Trumid,1000000000,Fintech,New York,United States,North America,2014,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2020
Qualia,1000000000,Fintech,San Francisco,United States,North America,2015,160000000,"8VC, Menlo Ventures, Tiger Global Management",2020
Beisen,1000000000,Internet software & services,Beijing,China,Asia,2002,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2021
Earnix,1000000000,Fintech,Giv'atayim,Israel,Asia,2001,98000000,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2021
Orca Security,1000000000,Cybersecurity,Portland,United States,North America,2019,632000000,"YL Ventures, Redpoint Ventures, GGV Capital",2021
Apus Group,1000000000,Mobile & telecommunications,Beijing,China,Asia,2014,116000000,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",2015
Forte Labs,1000000000,Fintech,San Francisco,United States,North America,2018,910000000,"Iris Capital, Accel, Elaia Partners",2021
CureFit,1000000000,Health,Bengaluru,India,Asia,2016,665000000,"Chiratae Ventures, Accel, Kalaari Capital",2021
DT Dream,1000000000,Data management & analytics,Hangzhou,China,Asia,2015,267000000,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2017
fabric,1000000000,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",2022
JOLLY Information Technology,1000000000,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,96000000,"Legend Capital, CDH Investments, Sequoia Capital China",2018
K Health,1000000000,Health,New York,United States,North America,2016,271000000,"Max Ventures, Mangrove Capital Partners, 14W",2021
Mofang Living,1000000000,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,650000000,"Warburg Pincus, Aviation Industry Corporation of China",2016
Spendesk,1000000000,Fintech,Paris,France,Europe,2015,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic",2022
TaxBit,1000000000,Fintech,Draper,United States,North America,2018,236000000,"Insight Partners, Coinbase Ventures, PayPal Ventures",2021
XiaoZhu,1000000000,Travel,Beijing,China,Asia,2012,572000000,"Morningside Ventures, Capital Today, JOY Capital",2017
YunQuNa,1000000000,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,207000000,"Source Code Capital, Coatue Management, DCM Ventures",2021
Gymshark,1000000000,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,262000000,General Atlantic,2020
M1 Finance,1000000000,Fintech,Chicago,United States,North America,2015,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2021
Ouyeel,1000000000,Internet software & services,Shanghai,China,Asia,2015,432000000,Taigang Venture Capital,2019
SonderMind,1000000000,Health,Denver,United States,North America,2014,183000000,"Kickstart Fund, General Catalyst, Drive Capital",2021
Astranis Space Technologies,1000000000,Mobile & telecommunications,San Francisco,United States,North America,2015,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",2021
Away,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,2015,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2019
Cabify,1000000000,Auto & transportation,Madrid,Spain,Europe,2011,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten",2018
Clarify Health,1000000000,Health,San Francisco,United States,North America,2015,328000000,"KKR, Aspenwood Ventures, Spark Capital",2022
Coda,1000000000,Internet software & services,Mountain View,United States,North America,2014,240000000,"Greylock Partners, General Catalyst, Khosla Ventures",2021
Deezer,1000000000,Internet software & services,Paris,France,Europe,2007,532000000,"Orange Digital Ventures, Access Industries",2018
Degreed,1000000000,Edtech,Pleasanton,United States,North America,2012,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital",2021
Deliverect,1000000000,Fintech,Ghent,Belgium,Europe,2018,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures",2022
Envoy,1000000000,Internet software & services,San Francisco,United States,North America,2013,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2022
Epidemic Sound,1000000000,Internet software & services,Stockholm,Sweden,Europe,2009,509000000,"EQT Partners, Blackstone",2021
Figment,1000000000,Internet software & services,Toronto,Canada,North America,2018,165000000,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2021
Firebolt,1000000000,Data management & analytics,Tel Aviv,Israel,Asia,2019,264000000,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2022
Five Star Business Finance,1000000000,Other,Chennai,India,Asia,1984,456000000,"Sequoia Capital India, Tiger Global Management, Tencent",2021
GupShup,1000000000,Internet software & services,San Francisco,United States,North America,2011,384000000,"Helion Venture Partners, Tiger Global management, CRV",2021
Kong,1000000000,Internet software & services,San Francisco,United States,North America,2007,169000000,"New Enterprise Associates, CRV, Index Ventures",2020
Koudai,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,368000000,"New Enterprise Associates, Tiger Global management, Tencent",2014
Panther Labs,1000000000,Cybersecurity,San Francisco,United States,North America,2018,141000000,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2021
Papa,1000000000,Health,Miami,United States,North America,2016,241000000,"Initialized Capital, Canaan Partners, Sound Ventures",2021
Pristyn Care,1000000000,Health,Gurugram,India,Asia,2018,177000000,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2021
Rebel Foods,1000000000,E-commerce & direct-to-consumer,Pune,India,Asia,2011,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2021
Salt Security,1000000000,Cybersecurity,Palo Alto,United States,North America,2016,271000000,"Y Combinator, S Capital, Tenaya Capital",2022
Scalable Capital,1000000000,Fintech,Munich,Germany,Europe,2014,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2021
SparkCognition,1000000000,Artificial intelligence,Austin,United States,North America,2013,286000000,"March Capital Partners, Temasek, Doha Venture Capital",2022
Stash,1000000000,Fintech,New York,United States,North America,2015,426000000,"Goodwater Capital, Entree Capital, Valar Ventures",2021
Symphony,1000000000,Fintech,New York,United States,North America,2014,511000000,"BNP Paribas, Goldman Sachs, Google",2017
Tripledot,1000000000,Mobile & telecommunications,London,United Kingdom,Europe,2017,202000000,"Lightspeed Venture Partners, Access Industries, Eldridge",2022
VideoAmp,1000000000,Internet software & services,Los Angeles,United States,North America,2014,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2021
Yotpo,1000000000,Internet software & services,New York,United States,North America,2011,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2021
Neon,1000000000,Fintech,Sao Paulo,Brazil,South America,2016,720000000,"Propel Venture Partners, Monashees+, BBVA",2022
Alloy,1000000000,Fintech,New York,United States,North America,2015,156000000,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2021
Epirus,1000000000,Other,Hawthorne,United States,North America,2018,287000000,"8VC, Bedrock Capital, Broom Ventures",2022
Klook,1000000000,Travel,Central,Hong Kong,Asia,2014,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2018
Yaoshibang,1000000000,Health,Guangzhou,China,Asia,2015,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",2021
Signifyd,1000000000,Fintech,San Jose,United States,North America,2011,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures",2021
Motorway,1000000000,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,276000000,"Marchmont Ventures, BMW i Ventures, Index Ventures",2021
RIDI,1000000000,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,178000000,"Atinum Investment, Company K Partners, GIC",2022
Athletic Greens,1000000000,Health,New York,United States,North America,2010,115000000,"SC.Holdings, Not Boring Capital, Bolt Ventures",2022
GPclub,1000000000,Other,Seoul,South Korea,Asia,2003,67000000,Goldman Sachs,2018
Grove Collaborative,1000000000,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,475000000,"MHS Capital, NextView Ventures, Mayfield Fund",2019
Tongdun Technology,1000000000,Cybersecurity,Hangzhou,China,Asia,2013,252000000,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2019
GetYourGuide,1000000000,Travel,Berlin,Germany,Europe,2009,656000000,"Spark Capital, Highland Europe, Sunstone Capital",2019
Unisound,1000000000,Artificial intelligence,Beijing,China,Asia,2012,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2018
Betterment,1000000000,Fintech,New York,United States,North America,2010,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2021
Cava Group,1000000000,Other,Washington,United States,North America,2010,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2021
CoinTracker,1000000000,Fintech,San Francisco,United States,North America,2017,102000000,"Initialized Capital, General Catalyst, Kraken Ventures",2022
Domestika,1000000000,Internet software & services,Berkeley,United States,North America,2012,130000000,"Zeev Ventures, GSV Ventures",2022
Flock Freight,1000000000,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,399000000,"SignalFire, GLP Capital Partners, Google Ventures",2021
InSightec,1000000000,Health,Tirat Carmel,Israel,Asia,1999,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",2020
Island,1000000000,Internet software & services,Dallas,United States,North America,2020,215000000,"Insight Partners, Sequoia Capital, Stripes Group",2022
iTrustCapital,1000000000,Fintech,Long Beach,United States,North America,2018,128000000,"Left Lane Capital, Walden Venture Capital",2022
Konfio,1000000000,Fintech,Mexico City,Mexico,North America,2013,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation",2021
LinkTree,1000000000,Internet software & services,Melbourne,Australia,Oceania,2016,166000000,"AirTree Ventures, Insight Partners, Index Ventures",2022
Loadsmart,1000000000,"Supply chain, logistics, & delivery",New York,United States,North America,2014,336000000,"Chromo Invest, Maersk Growth, BlackRock",2022
Lukka,1000000000,Fintech,New York,United States,North America,2014,201000000,"Liberty City Ventures, Soros Fund Management, Summer Capital",2022
Manner,1000000000,Other,Shanghai,China,Asia,2015,10000000,"Coatue Management, H Capital, Capital Today",2020
The Brandtech Group,1000000000,Other,New York,United States,North America,2015,610000000,Undisclosed,2019
TravelPerk,1000000000,Travel,Barcelona,Spain,Europe,2015,408000000,"LocalGlobe, Kinnevik, Felix Capital",2022
YugaByte,1000000000,Data management & analytics,Sunnyvale,United States,North America,2016,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2021
Intercom,1000000000,Internet software & services,San Francisco,United States,North America,2011,241000000,"FirstMark Capital, Tiger Global Management",2018
OVO Energy,1000000000,Other,Bristol,United Kingdom,Europe,2009,324000000,"Mitsubishi Corporation, Mayfair Equity Partners",2019
BigID,1000000000,Cybersecurity,New York,United States,North America,2015,246000000,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2020
CaptivateIQ,1000000000,Fintech,San Francisco,United States,North America,2014,165000000,"Sequoia Capital, Y Combinator, Accel",2022
Flipdish,1000000000,Internet software & services,Dublin,Ireland,Europe,2015,157000000,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2022
Honor Technology,1000000000,Internet software & services,San Francisco,United States,North America,2014,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2021
Incode Technologies,1000000000,Cybersecurity,San Francisco,United States,North America,2015,257000000,"Dila Capital, Framework Ventures, 3L",2021
Kuaikan Manhua,1000000000,Internet software & services,Beijing,China,Asia,2014,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2017
Marshmallow,1000000000,Fintech,London,United Kingdom,Europe,2017,116000000,"Passion Capital, Hedosophia, Outrun Ventures",2021
Mythical Games,1000000000,Internet software & services,Sherman Oaks,United States,North America,2018,260000000,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2021
Route,1000000000,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs",2022
Tackle.io,1000000000,Internet software & services,Boise,United States,North America,2016,148000000,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2021
Nexii,1000000000,Other,Vancouver,Canada,North America,2020,45000000,"Trane Technologies, Honeywell",2021
GalaxySpace,1000000000,Mobile & telecommunications,Beijing,China,Asia,2016,14000000,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2020
Insider,1000000000,Internet software & services,Istanbul,Turkey,Europe,2012,167000000,"Wamda Capital, Endeavor, Riverwood Capital",2022
Spiber,1000000000,Other,Tsuruoka,Japan,Asia,2007,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group",2021
Ada Support,1000000000,Artificial intelligence,Toronto,Canada,North America,2016,191000000,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2021
AgentSync,1000000000,Fintech,Denver,United States,North America,2018,111000000,"Craft Ventures, Caffeinated Capital, Operator Collective",2021
Alation,1000000000,Internet software & services,Redwood City,United States,North America,2012,192000000,"Costanoa Ventures, Data Collective, Salesforce Ventures",2021
BigPanda,1000000000,Artificial intelligence,Mountain View,United States,North America,2012,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel",2022
CarDekho,1000000000,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2021
Copado,1000000000,Data management & analytics,Chicago,United States,North America,2013,271000000,"Insight Partners, Salesforce Ventures, Perpetual Investors",2021
DailyPay,1000000000,Fintech,New York,United States,North America,2016,189000000,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2021
FloQast,1000000000,Fintech,Los Angeles,United States,North America,2013,230000000,"Polaris Partners, Insight Partners, Norwest Venture Partners",2021
Gem,1000000000,Internet software & services,San Francisco,United States,North America,2017,148000000,"Accel, Greylock Partners, Meritech Capital Partners",2021
GrubMarket,1000000000,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,382000000,"GGV Capital, BlackRock, ACE & Company",2021
Helium Systems,1000000000,Internet software & services,San Francisco,United States,North America,2013,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture",2022
Inari,1000000000,Other,Cambridge,United States,North America,2016,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2021
Jokr,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,2021,430000000,"GGV Capital, Tiger Global Management, Greycroft",2021
LivSpace,1000000000,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2022
Merama,1000000000,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital",2021
MindTickle,1000000000,Internet software & services,San Francisco,United States,North America,2012,281000000,"Qualcomm Ventures, Accel, Canaan Partners",2021
MyGlamm,1000000000,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,310000000,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2021
Oda,1000000000,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,337000000,"Kinnevik, Softbank Group, Prosus Ventures",2021
Offchain Labs,1000000000,Internet software & services,Princeton,United States,North America,2018,124000000,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2021
Phantom,1000000000,Fintech,San Francisco,United States,North America,2021,118000000,"Paradigm, Andreessen Horowitz, Jump Capital",2022
Pilot.com,1000000000,Fintech,San Francisco,United States,North America,2016,161000000,"Index Ventures, Sequoia Capital, Bezos Expeditions",2021
Prime Medicine,1000000000,Health,Cambridge,United States,North America,2019,315000000,"Newpath Partners, Google Ventures, F-Prime Capital",2021
Qumulo,1000000000,Data management & analytics,Seattle,United States,North America,2012,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2020
Rohlik,1000000000,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,380000000,"Partech Partners, Index Ventures, Quadrille Capital",2021
SeekOut,1000000000,Internet software & services,Bellevue,United States,North America,2017,189000000,"Mayfield, Madrona Venture Group, Tiger Global Management",2022
Tealium,1000000000,Internet software & services,San Diego,United States,North America,2008,264000000,"Georgian Partners, Silver Lake, Presidio Ventures",2021
Workhuman,1000000000,Internet software & services,Dublin,Ireland,Europe,1999,9000000,ICG,2020
Xpressbees,1000000000,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,573000000,"Norwest Venture Partners, Investcorp, Blackstone",2022
L&P Cosmetic,1000000000,Consumer & retail,Seoul,South Korea,Asia,2009,33000000,CDIB Capital,2016
Mininglamp Technology,1000000000,Artificial intelligence,Beijing,China,Asia,2014,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",2019
Luoji Siwei,1000000000,Edtech,Beijing,China,Asia,2012,144000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2017
IRL,1000000000,Internet software & services,San Francisco,United States,North America,2017,197000000,"Goodwater Capital, Floodgate, Founders Fund",2021
Modern Health,1000000000,Health,San Francisco,United States,North America,2017,167000000,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",2021
Tuhu,1000000000,Auto & transportation,Shanghai,China,Asia,2011,875000000,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",2018
CloudBees,1000000000,Data management & analytics,San Jose,United States,North America,2010,236000000,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",2021
Elemy,1000000000,Health,San Francisco,United States,North America,2019,323000000,"General Catalyst, Bling Capital, Felicis Ventures",2021
Guideline,1000000000,Fintech,San Mateo,United States,North America,2015,339000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2021
Happy Money,1000000000,Fintech,Tustin,United States,North America,2009,192000000,"FirstMark Capital, Anthemis, CMFG Ventures",2022
Rebellion Defense,1000000000,Artificial intelligence,Washington DC,United States,North America,2019,150000000,"Venrock, Innovation Endeavors, Insights Partners",2021
STORD,1000000000,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,205000000,"Dynamo VC, Susa Ventures, Founders Fund",2021
At-Bay,1000000000,Fintech,Mountain View,United States,North America,2016,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",2021
TELD,1000000000,Fintech,Qingdao,China,Asia,2014,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",2019
Acko General Insurance,1000000000,Fintech,Bengaluru,India,Asia,2016,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic",2021
apna,1000000000,Internet software & services,Bengaluru,India,Asia,2019,193000000,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",2021
Mammoth Biosciences,1000000000,Health,Brisbane,United States,North America,2017,265000000,"NFX, Plum Alley, Mayfield",2021
Beyond Identity,1000000000,Cybersecurity,New York,United States,North America,2019,205000000,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",2022
Chief,1000000000,Other,New York,United States,North America,2019,140000000,"General Catalyst, Inspired Capital, Flybridge Capital Partners",2022
CoinDCX,1000000000,Fintech,Maharashtra,India,Asia,2017,109000000,"Polychain Capital, Coinbase Ventures, Jump Capital",2021
Daily Harvest,1000000000,E-commerce & direct-to-consumer,New York,United States,North America,2014,120000000,"M13, Lightspeed Venture Partners, Lone Pine Capital",2021
Enpal,1000000000,Internet software & services,Berlin,Germany,Europe,2017,304000000,"HV Capital, Softbank Group, BlackRock",2021
eSentire,1000000000,Cybersecurity,Waterloo,Canada,North America,2001,186000000,"Edison Partners, Georgian Partners, VentureLink",2022
Firefly Aerospace,1000000000,Other,Cedar Park,United States,North America,2014,172000000,"XBTO Ventures, Raven One Ventures, SK Ventures",2021
Fundbox,1000000000,Fintech,San Francisco,United States,North America,2013,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital",2021
G2,1000000000,Internet software & services,Chicago,United States,North America,2012,258000000,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",2021
Gaussian Robotics,1000000000,Hardware,Shanghai,China,Asia,2013,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",2021
GlobalBees,1000000000,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,185000000,"Chiratae Ventures, SoftBank Group, Trifecta Capital",2021
Ivalua,1000000000,Fintech,Redwood City,United States,North America,2000,134000000,"Ardian, Tiger Global Management, KKR",2019
Juanpi,1000000000,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",2016
Karat,1000000000,Internet software & services,Seattle,United States,North America,2014,169000000,"8VC, Norwest Venture Partners, Tiger Global Management",2021
LEAD School,1000000000,Edtech,Andheri,India,Asia,2012,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity",2022
Nexthink,1000000000,Data management & analytics,Prilly,Switzerland,Europe,2004,346000000,"Auriga, Galeo Ventures, Highland Europe",2021
People.ai,1000000000,Internet software & services,San Francisco,United States,North America,2017,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2021
Pharmapacks,1000000000,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,433000000,The Carlyle Group,2020
Rightway,1000000000,Health,New York,United States,North America,2017,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management",2021
Sennder,1000000000,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,340000000,"Accelm Scania Growth Capital, Lakestar",2021
Sisense,1000000000,Data management & analytics,New York,United States,North America,2004,274000000,"Opus Capital, Genesis Partners, Battery Ventures",2020
Staffbase,1000000000,Internet software & services,Chemnitz,Germany,Europe,2014,307000000,"Insight Partners, e.ventures, General Atlantic",2022
The Bank of London,1000000000,Fintech,London,United Kingdom,Europe,2018,90000000,"Mangrove Capital Partners,14W, ForgeLight",2021
Zego,1000000000,Fintech,London,United Kingdom,Europe,2016,202000000,"LocalGlobe, Balderton Capital, Target Global",2021
Nxin,1000000000,Internet software & services,Beijing,China,Asia,2015,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",2018
Mamaearth,1000000000,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",2021
Rivigo,1000000000,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",2019
